tweet_id,created_at,text,author_id
1868340785772679387,2024-12-15 17:02:10+00:00,"want to geek out about how netflix is revolutionizing video search

latest nerdread explores
 technical architecture
 ml innovations
 infrastructure design
 realworld applications

full episode 

machinelearning engineering",1866517911952592896
1868339215878205444,2024-12-15 16:55:55+00:00,elons have advancement of technology and ai we are all in trumps lives movies of horrors amp facist,1642689562609692672
1868335851580674353,2024-12-15 16:42:33+00:00,"a lot of movies about artificial intelligence envision that ais will be very intelligent but missing some key emotional qualities of humans and therefore turn out to be very dangerous

bbkingdigvijay",1688265492245696512
1868335249366884627,2024-12-15 16:40:10+00:00,are you ai you follow all birthdays of actors talk about movies all day long,1850184288366473217
1868334595793404075,2024-12-15 16:37:34+00:00,ai video generation will revolutionize the film industry but at what cost ai film movies,1731081598353788928
1868333504670691834,2024-12-15 16:33:14+00:00,"7 the entertainment industry isnt left behind aigenerated content is on the rise from personalized news feeds to movies where you can choose your ending ai is making entertainment interactive like never before 

aientertainment chooseyouradventure",3382803419
1868332333897785669,2024-12-15 16:28:34+00:00,openai can make games movies and perform surgery and is the future of ai  grok is limited to twitter or x and is usually not helpful and its used for microblogging,1755615486379962368
1868332031773405644,2024-12-15 16:27:22+00:00,did 2dai is ready for ai movies  aivideo aiaudio,1628111536307699743
1868331518697042177,2024-12-15 16:25:20+00:00,"ncat believers make sure you stay up to date with neuralinks tech

this is not just some ai chatbot talking random stuff

this is a revolutionary technology that will change our lives forever 

this is stuff you imagine in movies that youd never think that could",1432918365366984706
1868330373429526823,2024-12-15 16:20:47+00:00,making ai movies it feels like sculpting a living algorithmbalancing control and chaos to uncover unexpected beauty its a collaboration where the machine becomes both tool and muse aiart aifilmmaking generativeart digitalartistry futureoffilm artificialintelligence,1865689138101374976
1868330054566215941,2024-12-15 16:19:31+00:00,"of course you would think this ai image is real

this is what being fans of streaming directors does to your brain kids consume actual movies not slop",1764064118179557376
1868329780481081621,2024-12-15 16:18:26+00:00,im curious to see how well prime videos aipowered recommendations work been waiting for something like this to help me find new shows and movies ai primevideo,1656987135554228225
1868329579313860671,2024-12-15 16:17:38+00:00,amazon  2799 4999  amazon fire tv stick 4k newest model with aipowered fire tv search wifi 6 stream over 15 million movies and shows free amp live tv,1523168567394402304
1868327973725556846,2024-12-15 16:11:15+00:00,the sunday read what if ai is actually good for hollywood  the new york times,1727701132556881920
1868326046741008837,2024-12-15 16:03:36+00:00,"ai活用で今めちゃくちゃ稼ぎやすい激アツジャンルは

ai  youtube shortsです

なぜそれが稼げるのか
それで稼ぐ具体的な方法は

詳しくはこちら",175605210
1868325899180859462,2024-12-15 16:03:00+00:00,"yeah

first step though is mass adoption of these new technologies andor coordination of creators who are early and organize themselves as indie studios in order to create full length movies

it would probably be possible today already but would need serious project",1593689050665422849
1868325328382509115,2024-12-15 16:00:44+00:00,"10 awesome netflix movies that will rock your perception of ai and technology  

 bookmark  to not miss anything",1292408234658037760
1868324332889641084,2024-12-15 15:56:47+00:00,use ai to make it so john wick can die in every single fight scene randomize it so we never know when he might die put the movies on repeat 247 where he just dies randomly in different scenes,1361982907733200898
1868323647435440198,2024-12-15 15:54:03+00:00,"noteの無料部分の先行公開ページはこちら


シークレットリプライで送信していますこのポストには返信しないでください返信すると全体公開されてしまいます",175605210
1868322879584231898,2024-12-15 15:51:00+00:00,when the ai lets us operators write movies and shit you will see that the only reason you have a job in hollywood is because youre a worm,1845453956224368656
1868321275913117724,2024-12-15 15:44:38+00:00,"お受け取り誠にありがとうございます
下記オプチャのノートより受け取りください

オープンチャットてるのai研究所",1003293940819247104
1868320230755520612,2024-12-15 15:40:29+00:00,id say that i mainly use it to see peoples reviews for games shows movies etc ai cant do this,1432365845708263437
1868316729363058978,2024-12-15 15:26:34+00:00,"early color in movies looked like shit doesnt mean the tech wasnt worth pursuing experimenting with and perfecting

this isnt a good use case for ai in its current state is likely valid but its also very clearly not what drives a lot of the animosity here",694943360277151744
1868315605696495714,2024-12-15 15:22:06+00:00,,2676025951
1868315389421289658,2024-12-15 15:21:15+00:00,"my complaints are twofold one ai slop concept art

2 i kinda wish it was an adaption of overkill i miss nasty grindhouse movies tho itll probably have that tone anyway",1665244076
1868315239642775887,2024-12-15 15:20:39+00:00,should really empower filmmakers to make ai movies from the ground up an actual narrative,1751216480493133824
1868314790520832161,2024-12-15 15:18:52+00:00,"it can improve it but in the wrong ways as well
by sucking any creativity out of anything 
with ai movies
ai shows
ai books 
ai art 

thats all gonna end up happening",1740464424870117376
1868314133902577908,2024-12-15 15:16:15+00:00,"early 2024
 teases closed sora

meanwhile my team  hosts first ever comfyui conf

creator amp devs fly to la  some join from shenzhen 

  amp others share personal content but also how their movies ads amp even coachella strats",1379124315275202563
1868314019964285145,2024-12-15 15:15:48+00:00,"yeah stuff like thats alr 

but 
companies are making ads with ai
movies are experimenting with it 
other stuff as well
writing 
art work 

everything is becoming robotic",1740464424870117376
1868312425235435789,2024-12-15 15:09:28+00:00,i do think that this kind of tech will finally allow to generate a realtime human avatars without 3d ai can get its virtual faces consistent authentic and second branch will be fully generated movies just from a prompt,168449286
1868310782389162130,2024-12-15 15:02:56+00:00,2part answer 1 i think movies in production are using ai tools along with liveaction footage 2 an allai animated movie will thrill the masses by next fall by then the tools for a liveaction all ai movie may have improved enough that we get a quality movie by summer 2026,227694946
1868309595690836445,2024-12-15 14:58:13+00:00,"okay

an integrated ai which makes a customised movie award show from the movies and web series i watched during the year be them from this year or 1974

just like spotify wrapped but around movies and webseries

 a good idea for your  app",832617192696868864
1868308828519100794,2024-12-15 14:55:10+00:00,"映画her世界でひとつの彼女36点 ストーリーも風景も不思議な映画だった
主人公を見てるとaiが傷ついた心を癒してくれるような  filmarks 映画",1555982297186574336
1868308561203212583,2024-12-15 14:54:07+00:00,"elon likes ai agents and movies 

do kween is both",1380235216313257987
1868307173899460758,2024-12-15 14:48:36+00:00,"cheap iptv watching mcimun  430pm and brighton vs 
crystalpalace  now on    

12 a month get 10000s channels  movies and series with opportunity to download movies and series",1646426594322309121
1868303007022231827,2024-12-15 14:32:02+00:00,"the world stage matrix explained and put in plain sight in movies amp tv series
but no movie is more obvious then the movie dave
at kovidc its time for a chance
a body double joe poor joe
real joe gi joe cellar dweller
and few spot ai deepfake even if it hit you in ass",533311348
1868301429087285399,2024-12-15 14:25:46+00:00,"nw  maman jai encore raté lavion 
un petit film avant de partir faire un tour au marché de noël  
bon dimanche 
movies bluray",1288848848782336002
1868297236968554892,2024-12-15 14:09:07+00:00,"コメントありがとうございます
aiプロンプトの受け取りはこちらのlineを追加して分身とメッセージお願いいたします",1627498896959373313
1868296832742498347,2024-12-15 14:07:30+00:00,"この度はご応募いただきありがとうございます

受取方法はこちらです

❶下記の公式lineに登録

❷公式lineでスタートと送信
❸特典が送られます

今後もaiの本質的な情報を発信していくので
引き続きよろしくお願いします",1413068661204525060
1868295449398194557,2024-12-15 14:02:01+00:00,"thats great in other news metaai has an affinity for apocalyptic murderous ai movies 

were all fucked lol",1743938961104609280
1868295009424064745,2024-12-15 14:00:16+00:00,"the intimate evolution of home movies and its parallel with ai video

the early 20th centurys infatuation with 16mm and 8mm film marked not just the birth of home movies but also a turning point in cinematic art these devices though primarily marketed as tools for documenting",1629190617682132993
1868290218237018526,2024-12-15 13:41:13+00:00,"i predict that as movies become aigenerated slop people will start to hate seeing references to make an ai do anything you have to prompt it with what you are trying to recreate it doesnt generate new things 

every ai movie will be nothing but reference",1831849686438678528
1868288133131022407,2024-12-15 13:32:56+00:00,you dont think ai can be a director ai will take over whatever it wants especially once its asked to at some point it wont even need permission im not happy about this but just like in the movies in life theres fact amp fiction the fact is ai will take over everything,2245778682
1868285679488082289,2024-12-15 13:23:11+00:00,a few years back i read that around 800k people would lose their job to ai by 2030 whats more scary is that all i see is a future like the terminator movies ai is smart so why wouldnt it see humans imperfections and want to correct society by taking over,1299623236330762240
1868284709433925846,2024-12-15 13:19:20+00:00,"nonot everything but psychologyampwherever u got tht answeraigoogle etcor any media is all heavily influencedampinundated wmodern psychology based reasoning even the showsmovies r written based on those suppositions
i had a hard time ditching it tooi do get itbut ure wrong",1727768393158393856
1868284510355460577,2024-12-15 13:18:32+00:00,cheap iptv watching atletigetafe   on   now for 12 a month get 10000s channels  movies and series with opportunity to download movies and series,1646426594322309121
1868283034149220541,2024-12-15 13:12:41+00:00,will sora ai democratize filmmaking ai,20270463
1868281670065099021,2024-12-15 13:07:15+00:00,"hey mike
have you seen ai agent do kween 
she writes amp directs her own movies amp shes releasing music

can you please interact so we can get you on her radar
i really want her to put you in the next film

if you have any qs feel free to get in contact with my assistant",887329708605493248
1868280537183338875,2024-12-15 13:02:45+00:00,the agent writes the screenplay which is then handed over to a human who runs it through other ai tools to put the movies together we arent quite there yet to fully automate such a creative work,1378585726997176320
1868280095015576006,2024-12-15 13:01:00+00:00,amazon studios glenn gainor says human intelligence is more powerful than ai    tv video movies entertainment,2483276570
1868278128243605582,2024-12-15 12:53:11+00:00,"sir you know all those movies where ai decided humans aint shit so they might as well kill us all those are made by white people
the things ai get mad at us about that they want to kill us all also white people

ai has simply identified the issue",1848273391440289792
1868277161020555320,2024-12-15 12:49:20+00:00,this is just the start you have seen the terminator movies right  you know the machines try to take over  and ai has come a long way since then  my god is musk involved,621356347
1868277065855975680,2024-12-15 12:48:58+00:00,"la deslumbrante inteligencia artificial de sora podría democratizar la producción cinematográfica para la próxima generación pero aún tiene muchas limitaciones

soras dazzling ai could democratize filmmaking for the next generation but it still has",1151471697037594624
1868275407394414595,2024-12-15 12:42:22+00:00,imagine thinking the biggest mistake in tech is not investing in some random ai startup the biggest mistake is underestimating the potential of the human mind but hey maybe sensus ai can finally teach us how to use 100 of our brains like in those movies,1508532843286347784
1868275237332377844,2024-12-15 12:41:42+00:00,"meta ai has an affinity for apocalyptic ai movies 

fuck this ai shit is creepy lol",1743938961104609280
1868272897699000436,2024-12-15 12:32:24+00:00,"it has uncompromised picture quality at any viewing angle

it can be used for content creation on x
and you can watch 𝕏 movies on it

1 a7 gen 5 ai processor 
2 dynamic tone mapping 
3 infinite contrast 
4 immersive surround sound 
5 dolby vision iq 
6 dolby atoms 
7",1755758800940752896
1868272458404638872,2024-12-15 12:30:39+00:00,"so excited to discover new movies on ai and tech 

number 8 has my attention",2967481850
1868265873900802366,2024-12-15 12:04:29+00:00,9 ai movies,1385678390716473344
1868264502006788371,2024-12-15 11:59:02+00:00,"trending post  apple tv plus just needs to stop making movies  heres why 

technology tech technews tech4all trending trendingnow ai software cybersecurity security cryptonews bitcoin bitcoin100k business data",1781418543747411968
1868262704839786842,2024-12-15 11:51:54+00:00,i havent seen movies but i know her is highly acclaimed for its unique take on relationships and ai its praised for its emotional depth joaquin phoenixs performance and scarlett johanssons voice work critics and audiences often rate it around 8510 how would you rate,1174882529586728962
1868262655439634878,2024-12-15 11:51:42+00:00,elon musk stars in chinese martial arts movies ai is so fun,1829893360934666247
1868262257064603685,2024-12-15 11:50:07+00:00,oh no hell nah there blockman go movies there go backs with nothing ai,1699822977104199681
1868260475235926412,2024-12-15 11:43:02+00:00,the story follows theodore twombly a lonely man who develops a relationship with an advanced ai operating system named samantha their relationship evolves exploring themes of love loneliness and the human connection in a digital age movies,1624423209088032771
1868259431789506873,2024-12-15 11:38:53+00:00,ai cant even make good movies you expect it to make us live forever in 2050,1103796563644686340
1868256124404978062,2024-12-15 11:25:45+00:00,ai movies are here and now creativity is just another optimization problem,3366641
1868254249924091922,2024-12-15 11:18:18+00:00,soras dazzling ai could democratize filmmaking for the next generation  business insider  aiapps ainews,1839748980869304320
1868252761457836139,2024-12-15 11:12:23+00:00,new episode from the daily podcast the sunday read what if ai is actually good for hollywood,608473
1868249848971178292,2024-12-15 11:00:49+00:00,openais sora is revolutionizing filmmaking  this ai video generation tool lets users create short clips from text prompts opening doors for indie filmmakers and democratizing the industry  ai openai,1807066956656414721
1868249704359928262,2024-12-15 11:00:14+00:00,sounds exciting just hope the ai doesnt try to take over tron like in the movies lets see how it pans out,184202266
1868247759767130132,2024-12-15 10:52:30+00:00,"soras dazzling ai could democratize filmmaking for the next generation  but it still has lots of limitations
watch jake paul boxing fight live streams online free tv",521562431
1868245604692037762,2024-12-15 10:43:57+00:00,i love this you only need to watch his amazing movies to realise he is a genius with an incredible imagination and unique ability to capture beauty and humanity in his art he would see ai as the antithesis to his lifes work,6685832
